Name,Description,Image,Daily,Weekly,Monthly,Full Desc
Sony Headphones,Sony MDR-7506 Circumaural Closed-Back Professional Monitor Headphone,images/products/Headphones.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"

<p>The <b>MDR-7506</b> is a staple within the recording, film and live arenas. Due to its low impedance and closed ear design, the headphone does an outstanding job of cutting down background noise while providing plenty of volume in the studio or in the field. Additionally, the closed design helps eliminate ""headphone bleed"" when overdubbing in the studio.</p>&#13;
<p>The <b>MDR-7506</b> is an around-the-ear design and is ideal for use with MIDI workstations, camcorders or other equipment with less than powerful headphone amplification. The headphone has a foldable design, making it convenient to store or transport.</p>&#13;
<div class=""sectionHeaders""><dl><dt></dt><dd>• Circumaural closed-back stereo headphone ideal for use in professional applications </dd></dl><dl><dt></dt><dd>• 40mm diameter drive units deliver deeper bass, lower distortion and wider dynamic range </dd></dl><dl><dt></dt><dd>• Neodymium magnets for maximum energy and minimum size </dd></dl><dl><dt></dt><dd>• Compact, foldable design </dd></dl><dl><dt></dt><dd>• OFC cable and gold plated Unimatch plug provides both 1/8"" mini-jack and 1/4""TRS phono connectivity </dd></dl></div>    

	"
Transcription Recorder,Olympus Audio Recorder,images/products/8-8-07-olympus_1.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"

Olympus Audio Recorder<br />"
Zeppelin Rycote Windjammer Kit,"Full Windshield 4 Kit - Comprising Of: M2 Medium Modular Suspension, Windshield 4 And Windjammer 4",images/products/rycote_kit-4.jpg,$35.00 per day,$105.00 per week,$315.00 per month,"

<ul><li>The most effective cover, providing 10 12db extra protection over a standard Windshield.</li>&#13;
<li>Made from specially designed and manufactured screening materials with virtually no adverse effect on sound level or quality.</li></ul>"
A/B Digital HyTRON 140,"Digital Hytron 140 ..Logic Series Battery, NiMH, 14.4 Volts, 140 Watt Hours",images/products/hytron.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"

The New Hytron™140 is one of the highest capacity batteries in the industry. It employs a special nickel metal hydride cell technology exclusive to Anton/Bauer for the video industry, and provides a 40% greater capacity than that of the Hytron™ 100.  <br /><br />&#13;
The robust nature of this cell easily allows it to outperform in applications that would leave other batteries on the sidelines. Capable of loads up to 12 amps, the Hytron™ 140 is uniquely able to handle the high current demands of HD cameras fully loaded with the latest accessories. <br /><br />&#13;
Digital Hytron™ 140 Nickel Metal Hydride Battery 14.4v 140 Wh<br />&#13;
5.45"" X 4.75"" X 2.90"", 5.5 lbs., (13.84 X 12.06 X 7.37 cm, 2.5kg)<br /><br /><strong>Typical Runtimes: </strong>&#13;
<ul><li>3 Hrs.      @45watts </li>&#13;
    <li>4 Hrs.     @35watts</li>&#13;
    <li>5.6 Hrs.   @25watts</li>&#13;
</ul>"
A/B Gold Mount Brick Adapter,A/B Gold Mount Brick to 4 pin XLR Adapter,images/products/AB 4 pin.gif,$5.00 per day,$15.00 per week,$45.00 per month,"

A/B Gold Mount Brick to 4 pin XLR Adapter    

	"
Anton Bauer QUAD 2702 Battery C,Anton Bauer QUAD 2702 Battery Charger/Power Supply,images/products/Anton Bauer Quad 2702 PowerCharger.jpg,$35.00 per day,$105.00 per week,$315.00 per month,"

The Quad PowerCharger will sequentially charge any combination of Anton/Bauer Gold Mount batteries. QUAD PowerChargers have an integral recessed carry handle to easily transport batteries and charger to and from location. 

The 70 watt QUAD 2702 features a multi-function LCD, wide range mains input (90-250VAC 50/60Hz) serial output port, a built in 2 amp DDM Diagnostic/Discharge Module and a high power 70 watt camera supply output which will power virtually all field equipment from AC mains, making it an all purposepower and battery analyzer system. 3 year MAXX Guarantee 

QUAD 2702 PowerCharger includes DDM and 70 watt supply. 

The InterActive 2000 system includes a complete family of high performance charger products from the full featured PowerChargers to the economical performance of the new TITAN series. All InterActive chargers communicate with Anton/Bauer InterActive batteries to provide safe, reliable performance from thebattery system. Batteries are charged quickly, safely and reliably. Service life is extended. And old myths of ""memory"" are totally eliminated. 

The InterActive 2000 PowerChargers deliver all the advancements and proven reliability of InterActive charging plus the ability to power a camera from AC mains. The unprecedented value and unique features of the PowerCharger system has redefined the standard of power for all video operations - from individual videographers to the largest broadcast operation.

The Quad 2702 and Dual 2722 standard features are: a Multifunction LCD which indicates charge status, available capacity, battery type/rating, and with Digital Batteries, percent of maximum charge, battery serial number, date of manufacture, number of charge/discharge cycles accumulated, present battery temperature and voltage. 

Also displays capacity test data via the standard diagnostic discharge module. DC output for camera operation from AC mains in both models.    

	"
IDX IA-60a,IDX IA-60a 60 Watt AC Adaptor Power Supply with single Output...,images/products/idx_power_supply.jpg,$20.00 per day,$60.00 per week,$180.00 per month,"

Suitable for worldwide operation with automatic 100 240V sensing and can easily power any portable camera. One XLR cable included.

IDX AC adaptors are designed specifically for the tough rigors of location work. They are portable, compact, strong and lightweight. All IDX adaptors are made with metal cases to ensure reliability and long-life. Mechanically and electrically they are designed for ""low ripple noise"" to ensure non-interference with the camera video signal. They feature adjustable output voltage and ""fall-down"" PSU design, should the unit be subjected to a load greater than its rated capacity the adaptor will automatically shut down.    

	"
IDX JL-2P NP1 Style Charger,IDX JL-2P 2-Channel Fast Charger/ Power Supply JL-2PLUS,images/products/jl2plus.jpg,$15.00 per day,$45.00 per week,$135.00 per month,"

The JL-2 PLUS is a compact two-channel, sequential multi-chemistry fast charger with a built-in 60W power supply. Up to two NP-Style batteries can be charged in approximately 3 hours. <br /><br />&#13;
The JL-2 PLUS offers a lightweight design (3.3lbs) with a convenient built-in handle. <br /><br />&#13;
The JL-2 PLUS is designed to directly charge NP-Style batteries. <br /><br />&#13;
Since the NP-Style mount is one of the most common battery mounts on broadcast and professional camcorders, IDX has adopted the design to help fit the need.    

	"
IDX V-Mount Battery Adapter,IDX V-Mount Battery to 4 pin XLR Adapter,images/products/vmount4pin.jpg,$5.00 per day,$15.00 per week,$45.00 per month,"

IDX V-Mount Battery to 4 pin XLR Adapter    

	"
IDX VL-2 Battery Charger/Power,IDX VL-2 Battery V-mount Charger/Power Supply..,images/products/idx_vl-2.jpg,$20.00 per day,$60.00 per week,$180.00 per month,"

Lightweight high impact molded case. The updated VL-2Plus is the perfect travel companion. Weighing only 2 lbs. this combination unit is a 2-channel sequential charger with a built-in 60W power supply. Charges 2 ENDURA E-50 series batteries in fewer than 5 hours. One 10' XLR cable included.    

	"
IDX-400 NP1 Style Charger,"IDX -400 Battery Charger, Four Positions, NP-type and BP-90 Connections",images/products/IDX-400-NP1.jpg,$15.00 per day,$45.00 per week,$135.00 per month,"

<p>The <b>IDX-400</b> is a compact four-channel, sequential multi-chemistry fast charger. Up to four <b>NP</b> or <b>BP</b> style NiCd or NiMH batteries can be charged in under 6 hours.</p>&#13;
<div class=""sectionHeaders""><dl><dt>• Portability </dt><dd>The I-400 offers a lightweight design (2.9lbs) with a convenient built-in handle. </dd></dl><dl><dt>• NP-Style Mount </dt><dd>The I-400 is designed to directly charge <b>NP-Style</b> NiCd or NiMH batteries. Since the NP-Style mount is one of the most common battery mounts on broadcast and professional camcorders, IDX has adopted the design to help fit the need. </dd></dl><dl><dt>• Condition Indicator </dt><dd>An LED condition indicator offers a quick glance of each batteries charge status.&#13;
<ul><li>Red (quick charging)</li>&#13;
    <li>Green (complete/trickle)</li>&#13;
    <li>Green Flashing (discharging)</li>&#13;
    <li>Orange (discharge waiting)</li>&#13;
    <li>No Light (charge waiting)</li>&#13;
</ul></dd></dl><dl><dt>• Durable Construction </dt><dd>An all metal case construction ensures that the I-400 will hold-up under the harsh rigors of location shooting. </dd></dl><dl><dt>• Quick Charge/Discharge </dt><dd>NiCd batteries fair better when they are fully discharged before being quick charged. The I-400 will automatically discharge the battery before recharging it, which helps to preserve the batteries cycle life.<br />&#13;
The I-400 is capable of quick charging an NP-style battery in approximately 1.5 hours and a BP-style battery in approximately 3 hours. </dd></dl><dl><dt>• Multi-Chemistry Design </dt><dd>Any combination of <b>NiCd</b> (Nickel Cadmium) or <b>NiMH</b> (Nickel Metal Hydride) batteries can be automatically charged with the I-400. </dd></dl><dl><dt>• Multi-Format Design </dt><dd>In addition to the four NP-style battery receptacles, four charging receptacles are located on the front panel to accept <b>BP style</b> battery cables. </dd></dl><dl><dt>• World-Wide AC Power </dt><dd>A world-wide, auto-sensing AC power (AC 100-240V) operation is standard. </dd></dl></div>    

	"
Li-Ion Gold-mount style battery,Li-Ion Gold-mount style battery,images/products/gmountliion.jpg,$10.00 per day,$30.00 per week,$120.00 per month,"


	"
Li-Ion NP1 style battery,Li-Ion NP1 style battery,images/products/np1.jpg,$10.00 per day,$30.00 per week,$90.00 per month,"


	"
Li-Ion V-mount style battery,Li-Ion V-mount style battery,images/products/vmountliion.jpg,$10.00 per day,$30.00 per week,120.00 per month,"


	"
ARRI ALEXA Packages,,images/products/Alexa-product-shot.jpg,"$1,500 per day","$4,500 per week","$13,500 per month","

The Alexa is Arri's entry into the world of professional digital cinema. Whether you're shooting a hollywood feature or just trying to get some great footage for your demo reel, the Alexa is up to the job. Records directly to a ProRes444 HQ codec that can go straight into Final Cut without the need for transcoding. Can shoot up to 120fps at full quality with our High Speed upgrade option.<br /><br /><img width=""700px"" src=""images/pricesheets/ArriAlexaPackages.jpg"" alt="""" /><a href=""downloads/PriceSheets/ArriAlexaPackages.pdf"">Download the pdf</a>    

	"
Canon C300,,images/products/CanonC300.jpg,per day,per week,per month,"

Canon's C300 has everything that made DSLRs great but withouth the drawbacks. Features a super35 size sensor, XLR Inputs, SDI monitoring, and the same EOS lens mount as a 5D or 7D allowing canon's wide supply of still lenses to be utilized.<br /><br /><a href=""downloads/PriceSheets/CanonC300Packages.pdf""><img width=""700px"" alt="""" src=""images/pricesheets/CanonC300Packages.jpg"" /></a><a href=""downloads/PriceSheets/CanonC300Packages.pdf"">Download the pdf. </a>    

	"
Panasonic AF-100 Shoot Packages,,images/products/ag-af100_le.jpg,$200-$600 per day,$600-$1800 per week,per month,"

<font size=""2""><br />&#13;
The AG-AF100 is the first professional 4/3"" large  image video camcorder optimized for high-definition video recording.  Targeted at the video and film production communities, the AF100  delivers the shallow depth of field and wider field of view of a large  imager, with the flexibility and cost advantages of a handheld  camcorder. The AF100 has the ability to use virtually any professional  quality lens with the addition of an easily obtainable adapter.<br /><br />&#13;
The AF-100 records to SDHC cards utiliing the AVCCAM codec.  Uncompressed 4:2:2, 8-bit video is availalable through the HD-SDI and HDMI outputs and can be captured with NanoFlash or similar recorder.  Variable framerates are available allowing for slow and fast motion effects.<br /><br />&#13;
Choose from our customizable package options to get the gear that fills the needs of your shoot.<br /></font><br /><img width=""700px"" src=""images/pricesheets/PanasonicAF100Packages.jpg"" alt="""" /><a href=""downloads/PriceSheets/PanasonicAF100Packages.pdf"">Download the pdf</a>    

	"
ProVFM Viewfinder Kit for Sony F3,,images/products/provgm.jpg,$100.00 per day,$300.00 per week,$900.00 per month,"

<p>The ProVFM Viewfinder Mount Kit for the Sony PMW-F3 is available for  use with Panasonic or Sony 1920x1080 HD viewfinders. It attaches to a  Berkey Top Mount Accessory Plate and receives its signal from the F3's  VIDEO OUT port, keeping the HD-SDI and HDMI ports free for other use.  When using a  color viewfinder, the HD-SDI port is fed to a Blackmagic  Design box, which outputs Component HD for the viewfinder, and HD-SDI  for other monitoring devices.</p>&#13;
<p>The viewfinder system uses a common P-Tap connection to power off any  12v source. The mount retains the viewfinder's side-to-side adjustment  and adds a front-back adjustment for maximum comfort.</p>&#13;
<p>Two components make up the ProVFM Viewfinder Mount Kit for Sony  PMW-F3 Kit. On the operator's side there is a mechanical mount, which  physically attaches the EVF and allows for approximately 1"" of front to  back adjustment. Traditional left to right adjustment is retained.</p>&#13;
<p>The second part is the electrical connection, which connects to the  non-operator side of the Berkey plate. The EVF plugs into the electrical  connection and there is a Lemo-7 jack on the back, which connects to  the supplied cable for both video signal and power.</p>&#13;
<p>The ProVFM Viewfinder Mount Kit is available for the following HD viewfinder models:</p>&#13;
<ul><li>Panasonic&#13;
    <ul><li>AJ-HVF21G</li>&#13;
        <li>AJ-HVF21KG</li>&#13;
        <li>AJ-HVF20B</li>&#13;
        <li>AJ-CVF100G (color)</li>&#13;
    </ul></li>&#13;
    <li>Sony&#13;
    <ul><li>HDVF200</li>&#13;
        <li>HDVF20A</li>&#13;
        <li>HDVFC30W (color)</li>&#13;
        <li>HDVFC30WR (color)</li>&#13;
        <li>HDVFC35W (color)</li>&#13;
    </ul></li>&#13;
    <li>Accuscene&#13;
    <ul><li>Color Viewfinder (Sony or Panasonic cables)</li>&#13;
    </ul></li>&#13;
</ul>&#13;
Includes Viewfinder unless otherwise requested.<br />"
